czone,msa,score,rank,housing_share,hh_income,amenity_income_price,amenity_value
900,"Chester, SC Micropolitan Statistical Area",-0.056020362,97,0.22238559,108977.8058,-0.012458121,-1357.66
900,"Lancaster, SC Micropolitan Statistical Area",-0.056020362,97,0.22238559,108977.8058,-0.012458121,-1357.66
900,"Salisbury, NC Micropolitan Statistical Area",-0.056020362,97,0.22238559,108977.8058,-0.012458121,-1357.66
31700,"Alice, TX Micropolitan Statistical Area",-0.063668305,98,0.233591371,88056.59626,-0.014872367,-1309.61
31700,"Corpus Christi, TX Metropolitan Statistical Area",-0.063668305,98,0.233591371,88056.59626,-0.014872367,-1309.61
31700,"Kingsville, TX Micropolitan Statistical Area",-0.063668305,98,0.233591371,88056.59626,-0.014872367,-1309.61
1900,"Greenville, NC Metropolitan Statistical Area",-0.077061865,99,0.222358549,83186.97239,-0.017135364,-1425.44
1900,"Jacksonville, NC Metropolitan Statistical Area",-0.077061865,99,0.222358549,83186.97239,-0.017135364,-1425.44
1900,"Kinston, NC Micropolitan Statistical Area",-0.077061865,99,0.222358549,83186.97239,-0.017135364,-1425.44
1900,"Morehead City, NC Micropolitan Statistical Area",-0.077061865,99,0.222358549,83186.97239,-0.017135364,-1425.44
1900,"New Bern, NC Micropolitan Statistical Area",-0.077061865,99,0.222358549,83186.97239,-0.017135364,-1425.44
12200,"Allegan, MI Micropolitan Statistical Area",-0.080143069,100,0.196258042,97247.58465,-0.015728722,-1529.58
12200,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",-0.080143069,100,0.196258042,97247.58465,-0.015728722,-1529.58
12200,"Holland-Grand Haven, MI Metropolitan Statistical Area",-0.080143069,100,0.196258042,97247.58465,-0.015728722,-1529.58
12200,"Muskegon-Norton Shores, MI Metropolitan Statistical Area",-0.080143069,100,0.196258042,97247.58465,-0.015728722,-1529.58
2500,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",-0.081855553,101,0.254031803,79998.78143,-0.020793914,-1663.49
24300,"Chicago-Naperville-Joliet, IL Metropolitan Division",-0.083931835,102,0.238325551,125956.4767,-0.020003101,-2519.52
24300,"Lake County-Kenosha County, IL-WI Metropolitan Division",-0.083931835,102,0.238325551,125956.4767,-0.020003101,-2519.52
8401,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",-0.08861707,103,0.220423278,96051.58791,-0.019533265,-1876.2
16500,"Erie, PA Metropolitan Statistical Area",-0.091039086,104,0.209183469,84441.2507,-0.019043872,-1608.09
16500,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",-0.091039086,104,0.209183469,84441.2507,-0.019043872,-1608.09
16500,"Meadville, PA Micropolitan Statistical Area",-0.091039086,104,0.209183469,84441.2507,-0.019043872,-1608.09
16500,"Oil City, PA Micropolitan Statistical Area",-0.091039086,104,0.209183469,84441.2507,-0.019043872,-1608.09
16500,"Warren, PA Micropolitan Statistical Area",-0.091039086,104,0.209183469,84441.2507,-0.019043872,-1608.09
8900,"Fort Valley, GA Micropolitan Statistical Area",-0.092965556,105,0.235296576,82769.58635,-0.021874477,-1810.54
8900,"Macon, GA Metropolitan Statistical Area",-0.092965556,105,0.235296576,82769.58635,-0.021874477,-1810.54
8900,"Warner Robins, GA Metropolitan Statistical Area",-0.092965556,105,0.235296576,82769.58635,-0.021874477,-1810.54
37000,"Merced, CA Metropolitan Statistical Area",-0.093164647,106,0.259775121,92841.86271,-0.024201857,-2246.95
37000,"Modesto, CA Metropolitan Statistical Area",-0.093164647,106,0.259775121,92841.86271,-0.024201857,-2246.95
37000,"Phoenix Lake-Cedar Ridge, CA Micropolitan Statistical Area",-0.093164647,106,0.259775121,92841.86271,-0.024201857,-2246.95
9100,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",-0.093326116,107,0.227450782,111028.0927,-0.021227098,-2356.8
23400,"Bloomington-Normal, IL Metropolitan Statistical Area",-0.097120499,108,0.201577812,104481.7836,-0.019577338,-2045.48
23400,"Pontiac, IL Micropolitan Statistical Area",-0.097120499,108,0.201577812,104481.7836,-0.019577338,-2045.48
8503,"Moultrie, GA Micropolitan Statistical Area",-0.097212683,109,0.226817291,77141.10881,-0.022049517,-1700.92
8503,"Tifton, GA Micropolitan Statistical Area",-0.097212683,109,0.226817291,77141.10881,-0.022049517,-1700.92
8503,"Valdosta, GA Metropolitan Statistical Area",-0.097212683,109,0.226817291,77141.10881,-0.022049517,-1700.92
11302,"Baltimore-Towson, MD Metropolitan Statistical Area",-0.097518803,110,0.226714306,129820.6116,-0.022108908,-2870.19
19700,"Atlantic City, NJ Metropolitan Statistical Area",-0.098687258,111,0.231961969,125894.0467,-0.022891691,-2881.93
19700,"Camden, NJ Metropolitan Division",-0.098687258,111,0.231961969,125894.0467,-0.022891691,-2881.93
19700,"Ocean City, NJ Metropolitan Statistical Area",-0.098687258,111,0.231961969,125894.0467,-0.022891691,-2881.93
19700,"Philadelphia, PA Metropolitan Division",-0.098687258,111,0.231961969,125894.0467,-0.022891691,-2881.93
19700,"Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",-0.098687258,111,0.231961969,125894.0467,-0.022891691,-2881.93
19700,"Wilmington, DE-MD-NJ Metropolitan Division",-0.098687258,111,0.231961969,125894.0467,-0.022891691,-2881.93
11001,"Daphne-Fairhope, AL Micropolitan Statistical Area",-0.100321194,112,0.207282564,86900.72022,-0.020794834,-1807.09
11001,"Mobile, AL Metropolitan Statistical Area",-0.100321194,112,0.207282564,86900.72022,-0.020794834,-1807.09
30903,"Amarillo, TX Metropolitan Statistical Area",-0.103199534,113,0.193988646,104323.8793,-0.020019538,-2088.52
30903,"Hereford, TX Micropolitan Statistical Area",-0.103199534,113,0.193988646,104323.8793,-0.020019538,-2088.52
700,"Gaffney, SC Micropolitan Statistical Area",-0.105066839,114,0.194038214,84277.70648,-0.020386982,-1718.17
700,"Spartanburg, SC Metropolitan Statistical Area",-0.105066839,114,0.194038214,84277.70648,-0.020386982,-1718.17
700,"Union, SC Micropolitan Statistical Area",-0.105066839,114,0.194038214,84277.70648,-0.020386982,-1718.17
26801,"Fargo, ND-MN Metropolitan Statistical Area",-0.106045166,115,0.211010934,97251.48244,-0.02237669,-2176.17
26801,"Wahpeton, ND-MN Micropolitan Statistical Area",-0.106045166,115,0.211010934,97251.48244,-0.02237669,-2176.17
3800,"Abbeville, LA Micropolitan Statistical Area",-0.106787006,116,0.203948168,100670.6403,-0.021779014,-2192.51
3800,"Crowley, LA Micropolitan Statistical Area",-0.106787006,116,0.203948168,100670.6403,-0.021779014,-2192.51
3800,"Lafayette, LA Metropolitan Statistical Area",-0.106787006,116,0.203948168,100670.6403,-0.021779014,-2192.51
3800,"New Iberia, LA Micropolitan Statistical Area",-0.106787006,116,0.203948168,100670.6403,-0.021779014,-2192.51
3800,"Opelousas-Eunice, LA Micropolitan Statistical Area",-0.106787006,116,0.203948168,100670.6403,-0.021779014,-2192.51
15900,"Columbus, OH Metropolitan Statistical Area",-0.110488763,117,0.221953186,105328.6829,-0.024523333,-2583.01
15900,"Mount Vernon, OH Micropolitan Statistical Area",-0.110488763,117,0.221953186,105328.6829,-0.024523333,-2583.01
20901,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",-0.112183316,118,0.240791478,138477.3167,-0.027012787,-3740.66
20901,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",-0.112183316,118,0.240791478,138477.3167,-0.027012787,-3740.66
20901,"New Haven-Milford, CT Metropolitan Statistical Area",-0.112183316,118,0.240791478,138477.3167,-0.027012787,-3740.66
20901,"Norwich-New London, CT Metropolitan Statistical Area",-0.112183316,118,0.240791478,138477.3167,-0.027012787,-3740.66
20901,"Torrington, CT Micropolitan Statistical Area",-0.112183316,118,0.240791478,138477.3167,-0.027012787,-3740.66
20901,"Willimantic, CT Micropolitan Statistical Area",-0.112183316,118,0.240791478,138477.3167,-0.027012787,-3740.66
19800,"Wilmington, DE-MD-NJ Metropolitan Division",-0.115525047,119,0.211596635,118007.4486,-0.024444711,-2884.66
10700,"Birmingham-Hoover, AL Metropolitan Statistical Area",-0.117705721,120,0.212400488,101866.5873,-0.025000753,-2546.74
10700,"Cullman, AL Micropolitan Statistical Area",-0.117705721,120,0.212400488,101866.5873,-0.025000753,-2546.74
24100,"Beaver Dam, WI Micropolitan Statistical Area",-0.120095427,121,0.222957631,98324.8631,-0.026776192,-2632.77
24100,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",-0.120095427,121,0.222957631,98324.8631,-0.026776192,-2632.77
24100,"Watertown-Fort Atkinson, WI Micropolitan Statistical Area",-0.120095427,121,0.222957631,98324.8631,-0.026776192,-2632.77
33803,"Oklahoma City, OK Metropolitan Statistical Area",-0.122846636,122,0.212655728,100459.3243,-0.026124041,-2624.4
33803,"Shawnee, OK Micropolitan Statistical Area",-0.122846636,122,0.212655728,100459.3243,-0.026124041,-2624.4
21501,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",-0.123689411,123,0.213345538,123581.6904,-0.026388584,-3261.15
39000,"Ellensburg, WA Micropolitan Statistical Area",-0.140331364,124,0.229845877,79020.46974,-0.032254585,-2548.77
39000,"Yakima, WA Metropolitan Statistical Area",-0.140331364,124,0.229845877,79020.46974,-0.032254585,-2548.77
24000,"Janesville, WI Metropolitan Statistical Area",-0.143673772,125,0.222055324,93474.329,-0.031903526,-2982.16
24000,"Lake County-Kenosha County, IL-WI Metropolitan Division",-0.143673772,125,0.222055324,93474.329,-0.031903526,-2982.16
24000,"Racine, WI Metropolitan Statistical Area",-0.143673772,125,0.222055324,93474.329,-0.031903526,-2982.16
24000,"Whitewater, WI Micropolitan Statistical Area",-0.143673772,125,0.222055324,93474.329,-0.031903526,-2982.16
31600,"Brownsville-Harlingen, TX Metropolitan Statistical Area",-0.145964369,126,0.212228679,71243.90214,-0.030977825,-2206.98
31600,"McAllen-Edinburg-Pharr, TX Metropolitan Statistical Area",-0.145964369,126,0.212228679,71243.90214,-0.030977825,-2206.98
31600,"Raymondville, TX Micropolitan Statistical Area",-0.145964369,126,0.212228679,71243.90214,-0.030977825,-2206.98
31600,"Rio Grande City, TX Micropolitan Statistical Area",-0.145964369,126,0.212228679,71243.90214,-0.030977825,-2206.98
32000,"Brenham, TX Micropolitan Statistical Area",-0.14636244,127,0.238877648,112017.7211,-0.034962715,-3916.44
32000,"Houston-Baytown-Sugar Land, TX Metropolitan Statistical Area",-0.14636244,127,0.238877648,112017.7211,-0.034962715,-3916.44
4200,"Little Rock-North Little Rock, AR Metropolitan Statistical Area",-0.147158405,128,0.223305603,88225.47116,-0.032861296,-2899.2
37100,"Bakersfield, CA Metropolitan Statistical Area",-0.148015937,129,0.260682548,86922.10304,-0.038585172,-3353.9
22601,"Green Bay, WI Metropolitan Statistical Area",-0.150343202,130,0.196101593,92291.23775,-0.029482542,-2720.98
18800,"Bloomsburg-Berwick, PA Micropolitan Statistical Area",-0.151480004,131,0.241445019,95831.17509,-0.036574092,-3504.94
18800,"East Stroudsburg, PA Micropolitan Statistical Area",-0.151480004,131,0.241445019,95831.17509,-0.036574092,-3504.94
18800,"Newark-Union, NJ-PA Metropolitan Division",-0.151480004,131,0.241445019,95831.17509,-0.036574092,-3504.94
18800,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",-0.151480004,131,0.241445019,95831.17509,-0.036574092,-3504.94
19300,"Kingston, NY Metropolitan Statistical Area",-0.156012551,132,0.245655107,130690.9456,-0.03832528,-5008.77
19300,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",-0.156012551,132,0.245655107,130690.9456,-0.03832528,-5008.77
28202,"Fremont, NE Micropolitan Statistical Area",-0.158337587,133,0.2208652,103305.096,-0.034971263,-3612.71
28202,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",-0.158337587,133,0.2208652,103305.096,-0.034971263,-3612.71
18600,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",-0.158781431,134,0.212454684,111625.7911,-0.033733859,-3765.57
18600,"Glens Falls, NY Metropolitan Statistical Area",-0.158781431,134,0.212454684,111625.7911,-0.033733859,-3765.57
18600,"Hudson, NY Micropolitan Statistical Area",-0.158781431,134,0.212454684,111625.7911,-0.033733859,-3765.57
19100,"Lancaster, PA Metropolitan Statistical Area",-0.15922329,135,0.206282413,96696.42175,-0.032844965,-3175.99
19100,"Lebanon, PA Metropolitan Statistical Area",-0.15922329,135,0.206282413,96696.42175,-0.032844965,-3175.99
19100,"Pottsville, PA Micropolitan Statistical Area",-0.15922329,135,0.206282413,96696.42175,-0.032844965,-3175.99
19100,"Reading, PA Metropolitan Statistical Area",-0.15922329,135,0.206282413,96696.42175,-0.032844965,-3175.99
19200,"Gettysburg, PA Micropolitan Statistical Area",-0.166633084,136,0.214204968,99835.36337,-0.035693634,-3563.49
19200,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",-0.166633084,136,0.214204968,99835.36337,-0.035693634,-3563.49
19200,"Lewistown, PA Micropolitan Statistical Area",-0.166633084,136,0.214204968,99835.36337,-0.035693634,-3563.49
19200,"York-Hanover, PA Metropolitan Statistical Area",-0.166633084,136,0.214204968,99835.36337,-0.035693634,-3563.49
24701,"St. Louis, MO-IL Metropolitan Statistical Area",-0.168424669,137,0.205364351,107914.7294,-0.034588423,-3732.6
13600,"Michigan City-La Porte, IN Metropolitan Statistical Area",-0.172452484,138,0.2041774,86603.34116,-0.0352109,-3049.38
13600,"Niles-Benton Harbor, MI Metropolitan Statistical Area",-0.172452484,138,0.2041774,86603.34116,-0.0352109,-3049.38
13600,"Plymouth, IN Micropolitan Statistical Area",-0.172452484,138,0.2041774,86603.34116,-0.0352109,-3049.38
13600,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",-0.172452484,138,0.2041774,86603.34116,-0.0352109,-3049.38
22500,"Appleton, WI Metropolitan Statistical Area",-0.176816547,139,0.199914209,90347.93418,-0.03534814,-3193.63
22500,"Fond du Lac, WI Metropolitan Statistical Area",-0.176816547,139,0.199914209,90347.93418,-0.03534814,-3193.63
22500,"Oshkosh-Neenah, WI Metropolitan Statistical Area",-0.176816547,139,0.199914209,90347.93418,-0.03534814,-3193.63
31401,"Andrews, TX Micropolitan Statistical Area",-0.17702849,140,0.240206359,124040.1443,-0.042523369,-5274.6
31401,"Midland, TX Metropolitan Statistical Area",-0.17702849,140,0.240206359,124040.1443,-0.042523369,-5274.6
31401,"Odessa, TX Metropolitan Statistical Area",-0.17702849,140,0.240206359,124040.1443,-0.042523369,-5274.6
4002,"Minden, LA Micropolitan Statistical Area",-0.179344975,141,0.213048219,87531.93804,-0.038209128,-3344.52
4002,"Natchitoches, LA Micropolitan Statistical Area",-0.179344975,141,0.213048219,87531.93804,-0.038209128,-3344.52
4002,"Shreveport-Bossier City, LA Metropolitan Statistical Area",-0.179344975,141,0.213048219,87531.93804,-0.038209128,-3344.52
11600,"Ann Arbor, MI Metropolitan Statistical Area",-0.181693109,142,0.214079575,107525.6385,-0.038896784,-4182.4
11600,"Detroit-Livonia-Dearborn, MI Metropolitan Division",-0.181693109,142,0.214079575,107525.6385,-0.038896784,-4182.4
11600,"Flint, MI Metropolitan Statistical Area",-0.181693109,142,0.214079575,107525.6385,-0.038896784,-4182.4
11600,"Owosso, MI Micropolitan Statistical Area",-0.181693109,142,0.214079575,107525.6385,-0.038896784,-4182.4
11600,"Warren-Farmington Hills-Troy, MI Metropolitan Division",-0.181693109,142,0.214079575,107525.6385,-0.038896784,-4182.4
14700,"Evansville, IN-KY Metropolitan Statistical Area",-0.18676515,143,0.224121021,83558.37047,-0.041857996,-3497.59
14700,"Jasper, IN Micropolitan Statistical Area",-0.18676515,143,0.224121021,83558.37047,-0.041857996,-3497.59
14200,"Indianapolis, IN Metropolitan Statistical Area",-0.188531325,144,0.222712768,91445.92448,-0.041988333,-3839.66
29502,"Kansas City, MO-KS Metropolitan Statistical Area",-0.189848262,145,0.216452217,104876.9058,-0.041093077,-4309.71
29502,"Warrensburg, MO Micropolitan Statistical Area",-0.189848262,145,0.216452217,104876.9058,-0.041093077,-4309.71
30300,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",-0.206030733,146,0.203615468,100768.3312,-0.041951044,-4227.34
22700,"Merrill, WI Micropolitan Statistical Area",-0.209609613,147,0.189524536,92630.14211,-0.039726165,-3679.84
22700,"Stevens Point, WI Micropolitan Statistical Area",-0.209609613,147,0.189524536,92630.14211,-0.039726165,-3679.84
22700,"Wausau, WI Metropolitan Statistical Area",-0.209609613,147,0.189524536,92630.14211,-0.039726165,-3679.84
22700,"Wisconsin Rapids-Marshfield, WI Micropolitan Statistical Area",-0.209609613,147,0.189524536,92630.14211,-0.039726165,-3679.84
14100,"Angola, IN Micropolitan Statistical Area",-0.22496595,148,0.194333589,86672.07526,-0.04371844,-3789.17
14100,"Auburn, IN Micropolitan Statistical Area",-0.22496595,148,0.194333589,86672.07526,-0.04371844,-3789.17
14100,"Decatur, IN Micropolitan Statistical Area",-0.22496595,148,0.194333589,86672.07526,-0.04371844,-3789.17
14100,"Fort Wayne, IN Metropolitan Statistical Area",-0.22496595,148,0.194333589,86672.07526,-0.04371844,-3789.17
14100,"Huntington, IN Micropolitan Statistical Area",-0.22496595,148,0.194333589,86672.07526,-0.04371844,-3789.17
5202,"Memphis, TN-MS-AR Metropolitan Statistical Area",-0.229170927,149,0.238737234,94774.28004,-0.054711633,-5185.26
3901,"Bastrop, LA Micropolitan Statistical Area",-0.249038739,150,0.223065983,83824.37397,-0.055552071,-4656.62
3901,"Monroe, LA Metropolitan Statistical Area",-0.249038739,150,0.223065983,83824.37397,-0.055552071,-4656.62
22001,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",-0.253163475,151,0.20156693,111294.3613,-0.051029384,-5679.28
24802,"Lincoln, IL Micropolitan Statistical Area",-0.256570927,152,0.200517322,94377.11166,-0.051446915,-4855.41
24802,"Springfield, IL Metropolitan Statistical Area",-0.256570927,152,0.200517322,94377.11166,-0.051446915,-4855.41
24802,"Taylorville, IL Micropolitan Statistical Area",-0.256570927,152,0.200517322,94377.11166,-0.051446915,-4855.41
16300,"Indiana, PA Micropolitan Statistical Area",-0.25798169,153,0.193988892,107174.1771,-0.050045582,-5363.59
16300,"Pittsburgh, PA Metropolitan Statistical Area",-0.25798169,153,0.193988892,107174.1771,-0.050045582,-5363.59
22200,"Cedar Rapids, IA Metropolitan Statistical Area",-0.261577233,154,0.228480896,88172.55086,-0.059765401,-5269.67
23500,"Champaign-Urbana, IL Metropolitan Statistical Area",-0.279768281,155,0.214293628,85870.86237,-0.05995256,-5148.18
23500,"Decatur, IL Metropolitan Statistical Area",-0.279768281,155,0.214293628,85870.86237,-0.05995256,-5148.18
15200,"Akron, OH Metropolitan Statistical Area",-0.282171107,156,0.209751927,96916.27376,-0.059185933,-5736.08
15200,"Ashtabula, OH Micropolitan Statistical Area",-0.282171107,156,0.209751927,96916.27376,-0.059185933,-5736.08
15200,"Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",-0.282171107,156,0.209751927,96916.27376,-0.059185933,-5736.08
18000,"Batavia, NY Micropolitan Statistical Area",-0.289376594,157,0.207126475,99182.17687,-0.059937554,-5944.74
18000,"Buffalo-Cheektowaga-Tonawanda, NY Metropolitan Statistical Area",-0.289376594,157,0.207126475,99182.17687,-0.059937554,-5944.74
18000,"Rochester, NY Metropolitan Statistical Area",-0.289376594,157,0.207126475,99182.17687,-0.059937554,-5944.74
18000,"Seneca Falls, NY Micropolitan Statistical Area",-0.289376594,157,0.207126475,99182.17687,-0.059937554,-5944.74
11500,"Adrian, MI Micropolitan Statistical Area",-0.290670062,158,0.205229198,81645.59837,-0.059653984,-4870.49
11500,"Jackson, MI Metropolitan Statistical Area",-0.290670062,158,0.205229198,81645.59837,-0.059653984,-4870.49
14000,"Anderson, IN Metropolitan Statistical Area",-0.292312524,159,0.196307801,76621.51974,-0.057383229,-4396.79
14000,"Marion, IN Micropolitan Statistical Area",-0.292312524,159,0.196307801,76621.51974,-0.057383229,-4396.79
14000,"Muncie, IN Metropolitan Statistical Area",-0.292312524,159,0.196307801,76621.51974,-0.057383229,-4396.79
14000,"New Castle, IN Micropolitan Statistical Area",-0.292312524,159,0.196307801,76621.51974,-0.057383229,-4396.79
12701,"Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",-0.298723874,160,0.200540801,110847.9016,-0.059906325,-6640.49
12501,"Bellefontaine, OH Micropolitan Statistical Area",-0.301803076,161,0.203744995,87709.9399,-0.061490866,-5393.36
12501,"Dayton, OH Metropolitan Statistical Area",-0.301803076,161,0.203744995,87709.9399,-0.061490866,-5393.36
12501,"Greenville, OH Micropolitan Statistical Area",-0.301803076,161,0.203744995,87709.9399,-0.061490866,-5393.36
12501,"Sidney, OH Micropolitan Statistical Area",-0.301803076,161,0.203744995,87709.9399,-0.061490866,-5393.36
12501,"Springfield, OH Metropolitan Statistical Area",-0.301803076,161,0.203744995,87709.9399,-0.061490866,-5393.36
12501,"Urbana, OH Micropolitan Statistical Area",-0.301803076,161,0.203744995,87709.9399,-0.061490866,-5393.36
3500,"Baton Rouge, LA Metropolitan Statistical Area",-0.316101327,162,0.217105588,101203.0755,-0.068627365,-6945.3
3500,"Hammond, LA Micropolitan Statistical Area",-0.316101327,162,0.217105588,101203.0755,-0.068627365,-6945.3
15100,"Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",-0.339639328,163,0.198477354,97142.74879,-0.067410715,-6548.46
15100,"Norwalk, OH Micropolitan Statistical Area",-0.339639328,163,0.198477354,97142.74879,-0.067410715,-6548.46
15100,"Sandusky, OH Metropolitan Statistical Area",-0.339639328,163,0.198477354,97142.74879,-0.067410715,-6548.46
14900,"Gary, IN Metropolitan Division",-0.349017836,164,0.203131167,97590.42501,-0.0708964,-6918.81
23801,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",-0.379892434,165,0.19767677,97116.27613,-0.075095909,-7293.04
23801,"Peoria, IL Metropolitan Statistical Area",-0.379892434,165,0.19767677,97116.27613,-0.075095909,-7293.04
13501,"Monroe, MI Metropolitan Statistical Area",-0.398344327,166,0.185634182,100114.0714,-0.073946323,-7403.07
13501,"Toledo, OH Metropolitan Statistical Area",-0.398344327,166,0.185634182,100114.0714,-0.073946323,-7403.07
23900,"Ottawa-Streator, IL Micropolitan Statistical Area",-0.442524446,167,0.198437589,93910.37953,-0.087813484,-8246.6
23900,"Peoria, IL Metropolitan Statistical Area",-0.442524446,167,0.198437589,93910.37953,-0.087813484,-8246.6
11900,"Bay City, MI Metropolitan Statistical Area",-0.447639764,168,0.182322615,85394.28122,-0.081614852,-6969.44
11900,"Midland, MI Micropolitan Statistical Area",-0.447639764,168,0.182322615,85394.28122,-0.081614852,-6969.44
11900,"Saginaw-Saginaw Township North, MI Metropolitan Statistical Area",-0.447639764,168,0.182322615,85394.28122,-0.081614852,-6969.44
24900,"St. Louis, MO-IL Metropolitan Statistical Area",-0.460041996,169,0.200024253,100905.6836,-0.092019557,-9285.3
16200,"Altoona, PA Metropolitan Statistical Area",-0.579851666,170,0.165658993,85007.95358,-0.096057643,-8165.66
16200,"Johnstown, PA Metropolitan Statistical Area",-0.579851666,170,0.165658993,85007.95358,-0.096057643,-8165.66
16200,"Somerset, PA Micropolitan Statistical Area",-0.579851666,170,0.165658993,85007.95358,-0.096057643,-8165.66
32100,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",-0.622064605,171,0.213135747,88882.37488,-0.132584204,-11784.4
